Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/09/2020,02/01/2020,12/05/2020,PA,Delaware County,42045,Large fringe metro,806,4868
12/09/2020,02/01/2020,12/05/2020,PA,Erie County,42049,Medium metro,92,2921
12/09/2020,02/01/2020,12/05/2020,PA,Fayette County,42051,Large fringe metro,16,1169
12/09/2020,02/01/2020,12/05/2020,PA,Franklin County,42055,Small metro,120,1476
12/09/2020,02/01/2020,12/05/2020,PA,Huntingdon County,42061,Micropolitan,47,356
12/09/2020,02/01/2020,12/05/2020,PA,Indiana County,42063,Micropolitan,29,730
12/09/2020,02/01/2020,12/05/2020,PA,Lackawanna County,42069,Medium metro,261,2762
12/09/2020,02/01/2020,12/05/2020,PA,Lancaster County,42071,Medium metro,514,4847
12/09/2020,02/01/2020,12/05/2020,PA,Lawrence County,42073,Micropolitan,64,950
12/09/2020,02/01/2020,12/05/2020,PA,Lebanon County,42075,Small metro,106,1313
12/09/2020,02/01/2020,12/05/2020,PA,Lehigh County,42077,Medium metro,596,4561
12/09/2020,02/01/2020,12/05/2020,PA,Luzerne County,42079,Medium metro,292,3685
12/09/2020,02/01/2020,12/05/2020,PA,Lycoming County,42081,Small metro,53,1250
12/09/2020,02/01/2020,12/05/2020,PA,Mercer County,42085,Medium metro,56,1188
12/09/2020,02/01/2020,12/05/2020,PA,Mifflin County,42087,Micropolitan,50,523
12/09/2020,02/01/2020,12/05/2020,PA,Monroe County,42089,Small metro,127,1274
12/09/2020,02/01/2020,12/05/2020,PA,Montgomery County,42091,Large fringe metro,1249,8201
12/09/2020,02/01/2020,12/05/2020,PA,Montour County,42093,Small metro,99,1143
12/09/2020,02/01/2020,12/05/2020,PA,Northampton County,42095,Medium metro,301,2575
12/09/2020,02/01/2020,12/05/2020,PA,Northumberland County,42097,Micropolitan,100,827
12/09/2020,02/01/2020,12/05/2020,PA,Philadelphia County,42101,Large central metro,1899,15135
12/09/2020,02/01/2020,12/05/2020,PA,Pike County,42103,Large fringe metro,13,279
12/09/2020,02/01/2020,12/05/2020,PA,Schuylkill County,42107,Micropolitan,141,1491
12/09/2020,02/01/2020,12/05/2020,PA,Snyder County,42109,Micropolitan,12,224
12/09/2020,02/01/2020,12/05/2020,PA,Somerset County,42111,Micropolitan,19,742
12/09/2020,02/01/2020,12/05/2020,PA,Susquehanna County,42115,Noncore,36,380
12/09/2020,02/01/2020,12/05/2020,PA,Tioga County,42117,Noncore,16,307
12/09/2020,02/01/2020,12/05/2020,PA,Union County,42119,Micropolitan,21,400
12/09/2020,02/01/2020,12/05/2020,PA,Venango County,42121,Micropolitan,13,459
12/09/2020,02/01/2020,12/05/2020,PA,Washington County,42125,Large fringe metro,63,2081
12/09/2020,02/01/2020,12/05/2020,PA,Wayne County,42127,Noncore,13,490
12/09/2020,02/01/2020,12/05/2020,PA,Westmoreland County,42129,Large fringe metro,187,3267
12/09/2020,02/01/2020,12/05/2020,PA,Wyoming County,42131,Medium metro,18,149
12/09/2020,02/01/2020,12/05/2020,PA,York County,42133,Medium metro,254,3826
12/09/2020,02/01/2020,12/05/2020,RI,Bristol County,44001,Large fringe metro,15,309
12/09/2020,02/01/2020,12/05/2020,RI,Kent County,44003,Large fringe metro,137,1401
12/09/2020,02/01/2020,12/05/2020,RI,Providence County,44007,Large central metro,1064,6364
12/09/2020,02/01/2020,12/05/2020,RI,Washington County,44009,Large fringe metro,67,937
12/09/2020,02/01/2020,12/05/2020,SC,Aiken County,45003,Medium metro,94,1540
12/09/2020,02/01/2020,12/05/2020,SC,Anderson County,45007,Medium metro,227,2325
12/09/2020,02/01/2020,12/05/2020,SC,Beaufort County,45013,Small metro,80,1397
12/09/2020,02/01/2020,12/05/2020,SC,Berkeley County,45015,Medium metro,58,1277
12/09/2020,02/01/2020,12/05/2020,SC,Calhoun County,45017,Medium metro,13,123
12/09/2020,02/01/2020,12/05/2020,SC,Charleston County,45019,Medium metro,414,4500
12/09/2020,02/01/2020,12/05/2020,SC,Cherokee County,45021,Micropolitan,11,419
12/09/2020,02/01/2020,12/05/2020,SC,Chester County,45023,Large fringe metro,13,279
12/09/2020,02/01/2020,12/05/2020,SC,Chesterfield County,45025,Noncore,30,399
12/09/2020,02/01/2020,12/05/2020,SC,Clarendon County,45027,Noncore,32,278
12/09/2020,02/01/2020,12/05/2020,SC,Colleton County,45029,Noncore,44,472
12/09/2020,02/01/2020,12/05/2020,SC,Darlington County,45031,Small metro,71,565
12/09/2020,02/01/2020,12/05/2020,SC,Dillon County,45033,Noncore,20,294
12/09/2020,02/01/2020,12/05/2020,SC,Dorchester County,45035,Medium metro,70,853
12/09/2020,02/01/2020,12/05/2020,SC,Fairfield County,45039,Medium metro,15,196
12/09/2020,02/01/2020,12/05/2020,SC,Florence County,45041,Small metro,412,2796
12/09/2020,02/01/2020,12/05/2020,SC,Georgetown County,45043,Micropolitan,88,889
12/09/2020,02/01/2020,12/05/2020,SC,Greenville County,45045,Medium metro,429,5039
12/09/2020,02/01/2020,12/05/2020,SC,Greenwood County,45047,Micropolitan,122,1025
12/09/2020,02/01/2020,12/05/2020,SC,Hampton County,45049,Noncore,25,159
12/09/2020,02/01/2020,12/05/2020,SC,Horry County,45051,Medium metro,269,3761
12/09/2020,02/01/2020,12/05/2020,SC,Jasper County,45053,Small metro,31,288
12/09/2020,02/01/2020,12/05/2020,SC,Kershaw County,45055,Medium metro,35,538
12/09/2020,02/01/2020,12/05/2020,SC,Lancaster County,45057,Large fringe metro,64,728
12/09/2020,02/01/2020,12/05/2020,SC,Laurens County,45059,Medium metro,40,627
12/09/2020,02/01/2020,12/05/2020,SC,Lexington County,45063,Medium metro,227,2632
12/09/2020,02/01/2020,12/05/2020,SC,Marion County,45067,Noncore,20,275
12/09/2020,02/01/2020,12/05/2020,SC,Newberry County,45071,Micropolitan,53,390
12/09/2020,02/01/2020,12/05/2020,SC,Oconee County,45073,Micropolitan,34,811
12/09/2020,02/01/2020,12/05/2020,SC,Orangeburg County,45075,Micropolitan,127,1005
12/09/2020,02/01/2020,12/05/2020,SC,Pickens County,45077,Medium metro,50,851
12/09/2020,02/01/2020,12/05/2020,SC,Richland County,45079,Medium metro,386,3862
12/09/2020,02/01/2020,12/05/2020,SC,Saluda County,45081,Medium metro,10,146
12/09/2020,02/01/2020,12/05/2020,SC,Spartanburg County,45083,Medium metro,343,3478
12/09/2020,02/01/2020,12/05/2020,SC,Sumter County,45085,Small metro,88,1059
12/09/2020,02/01/2020,12/05/2020,SC,Williamsburg County,45089,Noncore,19,242
12/09/2020,02/01/2020,12/05/2020,SC,York County,45091,Large fringe metro,126,1963
12/09/2020,02/01/2020,12/05/2020,SD,Beadle County,46005,Micropolitan,22,151
12/09/2020,02/01/2020,12/05/2020,SD,Brookings County,46011,Micropolitan,17,182
12/09/2020,02/01/2020,12/05/2020,SD,Brown County,46013,Micropolitan,33,370
12/09/2020,02/01/2020,12/05/2020,SD,Butte County,46019,Noncore,10,69
12/09/2020,02/01/2020,12/05/2020,SD,Codington County,46029,Micropolitan,43,277
12/09/2020,02/01/2020,12/05/2020,SD,Davison County,46035,Micropolitan,33,212
12/09/2020,02/01/2020,12/05/2020,SD,Grant County,46051,Noncore,11,74
12/09/2020,02/01/2020,12/05/2020,SD,Gregory County,46053,Noncore,17,64
12/09/2020,02/01/2020,12/05/2020,SD,Hughes County,46065,Micropolitan,23,168
12/09/2020,02/01/2020,12/05/2020,SD,Jerauld County,46073,Noncore,13,29
12/09/2020,02/01/2020,12/05/2020,SD,Lake County,46079,Noncore,11,65
12/09/2020,02/01/2020,12/05/2020,SD,Lawrence County,46081,Micropolitan,22,184
12/09/2020,02/01/2020,12/05/2020,SD,Lincoln County,46083,Small metro,39,260
12/09/2020,02/01/2020,12/05/2020,SD,McCook County,46087,Small metro,17,63
12/09/2020,02/01/2020,12/05/2020,SD,Meade County,46093,Small metro,13,162
12/09/2020,02/01/2020,12/05/2020,SD,Minnehaha County,46099,Small metro,385,2384
12/09/2020,02/01/2020,12/05/2020,SD,Pennington County,46103,Small metro,106,1130
12/09/2020,02/01/2020,12/05/2020,SD,Roberts County,46109,Noncore,13,77
12/09/2020,02/01/2020,12/05/2020,SD,Spink County,46115,Noncore,15,69
12/09/2020,02/01/2020,12/05/2020,SD,Turner County,46125,Small metro,35,119
12/09/2020,02/01/2020,12/05/2020,SD,Walworth County,46129,Noncore,10,53
12/09/2020,02/01/2020,12/05/2020,SD,Yankton County,46135,Micropolitan,25,254
12/09/2020,02/01/2020,12/05/2020,TN,Anderson County,47001,Medium metro,38,1000
12/09/2020,02/01/2020,12/05/2020,TN,Bedford County,47003,Micropolitan,11,318
12/09/2020,02/01/2020,12/05/2020,TN,Blount County,47009,Medium metro,52,1217
12/09/2020,02/01/2020,12/05/2020,TN,Bradley County,47011,Small metro,40,1011
12/09/2020,02/01/2020,12/05/2020,TN,Campbell County,47013,Medium metro,13,440
12/09/2020,02/01/2020,12/05/2020,TN,Carroll County,47017,Noncore,25,331
12/09/2020,02/01/2020,12/05/2020,TN,Carter County,47019,Small metro,37,608
12/09/2020,02/01/2020,12/05/2020,TN,Chester County,47023,Small metro,10,121
12/09/2020,02/01/2020,12/05/2020,TN,Clay County,47027,Noncore,11,89
12/09/2020,02/01/2020,12/05/2020,TN,Cocke County,47029,Micropolitan,18,416
12/09/2020,02/01/2020,12/05/2020,TN,Coffee County,47031,Micropolitan,32,552
12/09/2020,02/01/2020,12/05/2020,TN,Cumberland County,47035,Micropolitan,31,746
12/09/2020,02/01/2020,12/05/2020,TN,Davidson County,47037,Large central metro,752,8479
12/09/2020,02/01/2020,12/05/2020,TN,DeKalb County,47041,Noncore,10,204
12/09/2020,02/01/2020,12/05/2020,TN,Dickson County,47043,Large fringe metro,54,513
12/09/2020,02/01/2020,12/05/2020,TN,Dyer County,47045,Micropolitan,45,460
12/09/2020,02/01/2020,12/05/2020,TN,Franklin County,47051,Micropolitan,21,436
12/09/2020,02/01/2020,12/05/2020,TN,Gibson County,47053,Noncore,31,537
12/09/2020,02/01/2020,12/05/2020,TN,Giles County,47055,Noncore,30,332
12/09/2020,02/01/2020,12/05/2020,TN,Greene County,47059,Micropolitan,29,708
12/09/2020,02/01/2020,12/05/2020,TN,Hamblen County,47063,Small metro,62,785
12/09/2020,02/01/2020,12/05/2020,TN,Hamilton County,47065,Medium metro,281,4915
12/09/2020,02/01/2020,12/05/2020,TN,Hardeman County,47069,Noncore,11,183
12/09/2020,02/01/2020,12/05/2020,TN,Hardin County,47071,Noncore,13,308
12/09/2020,02/01/2020,12/05/2020,TN,Hawkins County,47073,Medium metro,10,451
12/09/2020,02/01/2020,12/05/2020,TN,Henderson County,47077,Noncore,19,258
12/09/2020,02/01/2020,12/05/2020,TN,Jefferson County,47089,Small metro,22,533
12/09/2020,02/01/2020,12/05/2020,TN,Johnson County,47091,Noncore,10,134
12/09/2020,02/01/2020,12/05/2020,TN,Knox County,47093,Medium metro,313,6058
12/09/2020,02/01/2020,12/05/2020,TN,Lawrence County,47099,Micropolitan,16,420
12/09/2020,02/01/2020,12/05/2020,TN,Lincoln County,47103,Noncore,11,321
12/09/2020,02/01/2020,12/05/2020,TN,McMinn County,47107,Micropolitan,36,571
12/09/2020,02/01/2020,12/05/2020,TN,Madison County,47113,Small metro,315,1960
12/09/2020,02/01/2020,12/05/2020,TN,Maury County,47119,Large fringe metro,99,1096
12/09/2020,02/01/2020,12/05/2020,TN,Monroe County,47123,Noncore,18,439
12/09/2020,02/01/2020,12/05/2020,TN,Montgomery County,47125,Medium metro,64,1231
12/09/2020,02/01/2020,12/05/2020,TN,Obion County,47131,Micropolitan,38,339
12/09/2020,02/01/2020,12/05/2020,TN,Overton County,47133,Micropolitan,23,268
12/09/2020,02/01/2020,12/05/2020,TN,Perry County,47135,Noncore,14,81
12/09/2020,02/01/2020,12/05/2020,TN,Putnam County,47141,Micropolitan,117,1124
12/09/2020,02/01/2020,12/05/2020,TN,Rhea County,47143,Micropolitan,17,311
12/09/2020,02/01/2020,12/05/2020,TN,Roane County,47145,Medium metro,20,563
12/09/2020,02/01/2020,12/05/2020,TN,Robertson County,47147,Large fringe metro,26,570
12/09/2020,02/01/2020,12/05/2020,TN,Rutherford County,47149,Large fringe metro,240,2530
12/09/2020,02/01/2020,12/05/2020,TN,Sevier County,47155,Micropolitan,27,842
12/09/2020,02/01/2020,12/05/2020,TN,Shelby County,47157,Large central metro,732,10037
12/09/2020,02/01/2020,12/05/2020,TN,Sullivan County,47163,Medium metro,200,2927
12/09/2020,02/01/2020,12/05/2020,TN,Sumner County,47165,Large fringe metro,134,1453
12/09/2020,02/01/2020,12/05/2020,TN,Unicoi County,47171,Small metro,12,230
12/09/2020,02/01/2020,12/05/2020,TN,Warren County,47177,Micropolitan,13,364
12/09/2020,02/01/2020,12/05/2020,TN,Washington County,47179,Small metro,166,2127
12/09/2020,02/01/2020,12/05/2020,TN,Weakley County,47183,Micropolitan,11,289
12/09/2020,02/01/2020,12/05/2020,TN,Williamson County,47187,Large fringe metro,93,1126
12/09/2020,02/01/2020,12/05/2020,TN,Wilson County,47189,Large fringe metro,44,912
12/09/2020,02/01/2020,12/05/2020,TX,Anderson County,48001,Micropolitan,42,476
12/09/2020,02/01/2020,12/05/2020,TX,Angelina County,48005,Micropolitan,90,999
12/09/2020,02/01/2020,12/05/2020,TX,Atascosa County,48013,Large fringe metro,17,319
12/09/2020,02/01/2020,12/05/2020,TX,Bee County,48025,Micropolitan,15,200
12/09/2020,02/01/2020,12/05/2020,TX,Bell County,48027,Medium metro,172,2735
12/09/2020,02/01/2020,12/05/2020,TX,Bexar County,48029,Large central metro,2074,15270
12/09/2020,02/01/2020,12/05/2020,TX,Bowie County,48037,Small metro,180,1416
12/09/2020,02/01/2020,12/05/2020,TX,Brazoria County,48039,Large fringe metro,173,1991
12/09/2020,02/01/2020,12/05/2020,TX,Brazos County,48041,Small metro,182,1439
12/09/2020,02/01/2020,12/05/2020,TX,Brown County,48049,Micropolitan,41,451
12/09/2020,02/01/2020,12/05/2020,TX,Burnet County,48053,Noncore,25,404
12/09/2020,02/01/2020,12/05/2020,TX,Caldwell County,48055,Large fringe metro,16,268
12/09/2020,02/01/2020,12/05/2020,TX,Calhoun County,48057,Micropolitan,10,147
12/09/2020,02/01/2020,12/05/2020,TX,Cameron County,48061,Medium metro,1165,3857
12/09/2020,02/01/2020,12/05/2020,TX,Cass County,48067,Noncore,12,300
12/09/2020,02/01/2020,12/05/2020,TX,Cherokee County,48073,Micropolitan,33,398
12/09/2020,02/01/2020,12/05/2020,TX,Collin County,48085,Large central metro,430,5661
12/09/2020,02/01/2020,12/05/2020,TX,Comal County,48091,Large fringe metro,140,1289
12/09/2020,02/01/2020,12/05/2020,TX,Dallas County,48113,Large central metro,1514,16375
12/09/2020,02/01/2020,12/05/2020,TX,Dawson County,48115,Micropolitan,12,94
12/09/2020,02/01/2020,12/05/2020,TX,Deaf Smith County,48117,Micropolitan,16,95
12/09/2020,02/01/2020,12/05/2020,TX,Denton County,48121,Large fringe metro,281,3815
12/09/2020,02/01/2020,12/05/2020,TX,DeWitt County,48123,Noncore,33,183
12/09/2020,02/01/2020,12/05/2020,TX,Ector County,48135,Small metro,208,1391
12/09/2020,02/01/2020,12/05/2020,TX,Ellis County,48139,Large fringe metro,80,1102
12/09/2020,02/01/2020,12/05/2020,TX,El Paso County,48141,Medium metro,1161,6472
12/09/2020,02/01/2020,12/05/2020,TX,Fannin County,48147,Noncore,19,283
12/09/2020,02/01/2020,12/05/2020,TX,Floyd County,48153,Noncore,13,57
12/09/2020,02/01/2020,12/05/2020,TX,Fort Bend County,48157,Large fringe metro,296,3309
12/09/2020,02/01/2020,12/05/2020,TX,Galveston County,48167,Large fringe metro,324,2514
12/09/2020,02/01/2020,12/05/2020,TX,Gillespie County,48171,Micropolitan,13,307
12/09/2020,02/01/2020,12/05/2020,TX,Gray County,48179,Micropolitan,17,184
12/09/2020,02/01/2020,12/05/2020,TX,Grayson County,48181,Small metro,170,1686
12/09/2020,02/01/2020,12/05/2020,TX,Gregg County,48183,Small metro,172,1709
12/09/2020,02/01/2020,12/05/2020,TX,Guadalupe County,48187,Large fringe metro,66,877
12/09/2020,02/01/2020,12/05/2020,TX,Hale County,48189,Micropolitan,67,256
12/09/2020,02/01/2020,12/05/2020,TX,Hardin County,48199,Medium metro,12,322
12/09/2020,02/01/2020,12/05/2020,TX,Harris County,48201,Large central metro,3286,29589
12/09/2020,02/01/2020,12/05/2020,TX,Harrison County,48203,Micropolitan,21,388
12/09/2020,02/01/2020,12/05/2020,TX,Hays County,48209,Large fringe metro,43,1089
12/09/2020,02/01/2020,12/05/2020,TX,Henderson County,48213,Micropolitan,30,764
12/09/2020,02/01/2020,12/05/2020,TX,Hidalgo County,48215,Medium metro,1916,6307
12/09/2020,02/01/2020,12/05/2020,TX,Hockley County,48219,Micropolitan,31,158
12/09/2020,02/01/2020,12/05/2020,TX,Hood County,48221,Large fringe metro,44,603
12/09/2020,02/01/2020,12/05/2020,TX,Hopkins County,48223,Micropolitan,56,407
12/09/2020,02/01/2020,12/05/2020,TX,Howard County,48227,Micropolitan,19,292
12/09/2020,02/01/2020,12/05/2020,TX,Hunt County,48231,Large fringe metro,59,820
12/09/2020,02/01/2020,12/05/2020,TX,Jasper County,48241,Noncore,10,305
12/09/2020,02/01/2020,12/05/2020,TX,Jefferson County,48245,Medium metro,270,2925
12/09/2020,02/01/2020,12/05/2020,TX,Jim Wells County,48249,Micropolitan,30,284
12/09/2020,02/01/2020,12/05/2020,TX,Johnson County,48251,Large fringe metro,34,908
12/09/2020,02/01/2020,12/05/2020,TX,Karnes County,48255,Noncore,13,99
12/09/2020,02/01/2020,12/05/2020,TX,Kaufman County,48257,Large fringe metro,31,690
12/09/2020,02/01/2020,12/05/2020,TX,Kerr County,48265,Micropolitan,14,658
12/09/2020,02/01/2020,12/05/2020,TX,Kleberg County,48273,Micropolitan,43,239
12/09/2020,02/01/2020,12/05/2020,TX,Lamar County,48277,Micropolitan,90,679
12/09/2020,02/01/2020,12/05/2020,TX,Lamb County,48279,Noncore,25,125
12/09/2020,02/01/2020,12/05/2020,TX,Lavaca County,48285,Noncore,21,195
12/09/2020,02/01/2020,12/05/2020,TX,Liberty County,48291,Large fringe metro,16,438
12/09/2020,02/01/2020,12/05/2020,TX,Limestone County,48293,Noncore,13,229
12/09/2020,02/01/2020,12/05/2020,TX,Lubbock County,48303,Medium metro,639,3744
12/09/2020,02/01/2020,12/05/2020,TX,McLennan County,48309,Medium metro,238,2411
12/09/2020,02/01/2020,12/05/2020,TX,Matagorda County,48321,Micropolitan,44,282
12/09/2020,02/01/2020,12/05/2020,TX,Maverick County,48323,Micropolitan,96,387
12/09/2020,02/01/2020,12/05/2020,TX,Medina County,48325,Large fringe metro,11,296
12/09/2020,02/01/2020,12/05/2020,TX,Midland County,48329,Small metro,139,1067
12/09/2020,02/01/2020,12/05/2020,TX,Montague County,48337,Noncore,10,197
12/09/2020,02/01/2020,12/05/2020,TX,Montgomery County,48339,Large fringe metro,395,4888
12/09/2020,02/01/2020,12/05/2020,TX,Moore County,48341,Micropolitan,14,83
12/09/2020,02/01/2020,12/05/2020,TX,Nacogdoches County,48347,Micropolitan,122,692
12/09/2020,02/01/2020,12/05/2020,TX,Navarro County,48349,Micropolitan,26,400
12/09/2020,02/01/2020,12/05/2020,TX,Nueces County,48355,Medium metro,600,3648
12/09/2020,02/01/2020,12/05/2020,TX,Palo Pinto County,48363,Micropolitan,21,289
12/09/2020,02/01/2020,12/05/2020,TX,Panola County,48365,Noncore,11,215
12/09/2020,02/01/2020,12/05/2020,TX,Parker County,48367,Large fringe metro,45,828
12/09/2020,02/01/2020,12/05/2020,TX,Parmer County,48369,Noncore,21,67
12/09/2020,02/01/2020,12/05/2020,TX,Polk County,48373,Noncore,18,474
12/09/2020,02/01/2020,12/05/2020,TX,Potter County,48375,Medium metro,347,2073
12/09/2020,02/01/2020,12/05/2020,TX,Randall County,48381,Medium metro,34,620
12/09/2020,02/01/2020,12/05/2020,TX,Rockwall County,48397,Large fringe metro,77,762
12/09/2020,02/01/2020,12/05/2020,TX,Rusk County,48401,Small metro,15,367
12/09/2020,02/01/2020,12/05/2020,TX,San Augustine County,48405,Noncore,12,105
12/09/2020,02/01/2020,12/05/2020,TX,San Patricio County,48409,Medium metro,14,365
12/09/2020,02/01/2020,12/05/2020,TX,Smith County,48423,Small metro,448,3597
12/09/2020,02/01/2020,12/05/2020,TX,Somervell County,48425,Large fringe metro,15,93
12/09/2020,02/01/2020,12/05/2020,TX,Starr County,48427,Micropolitan,65,305
12/09/2020,02/01/2020,12/05/2020,TX,Tarrant County,48439,Large central metro,1363,14680
12/09/2020,02/01/2020,12/05/2020,TX,Taylor County,48441,Small metro,177,1608
12/09/2020,02/01/2020,12/05/2020,TX,Terry County,48445,Noncore,10,105
12/09/2020,02/01/2020,12/05/2020,TX,Titus County,48449,Micropolitan,27,301
12/09/2020,02/01/2020,12/05/2020,TX,Tom Green County,48451,Small metro,160,1262
12/09/2020,02/01/2020,12/05/2020,TX,Travis County,48453,Large central metro,587,6372
12/09/2020,02/01/2020,12/05/2020,TX,Uvalde County,48463,Micropolitan,26,232
12/09/2020,02/01/2020,12/05/2020,TX,Val Verde County,48465,Micropolitan,81,318
12/09/2020,02/01/2020,12/05/2020,TX,Van Zandt County,48467,Noncore,11,378
12/09/2020,02/01/2020,12/05/2020,TX,Victoria County,48469,Small metro,192,1078
12/09/2020,02/01/2020,12/05/2020,TX,Walker County,48471,Micropolitan,36,418
12/09/2020,02/01/2020,12/05/2020,TX,Washington County,48477,Micropolitan,38,304
12/09/2020,02/01/2020,12/05/2020,TX,Webb County,48479,Medium metro,393,1703
12/09/2020,02/01/2020,12/05/2020,TX,Wharton County,48481,Micropolitan,37,307
12/09/2020,02/01/2020,12/05/2020,TX,Wichita County,48485,Small metro,150,1519
12/09/2020,02/01/2020,12/05/2020,TX,Wilbarger County,48487,Micropolitan,11,112
12/09/2020,02/01/2020,12/05/2020,TX,Williamson County,48491,Large fringe metro,229,3249
12/09/2020,02/01/2020,12/05/2020,TX,Wilson County,48493,Large fringe metro,17,317
12/09/2020,02/01/2020,12/05/2020,TX,Wise County,48497,Large fringe metro,49,575
12/09/2020,02/01/2020,12/05/2020,TX,Wood County,48499,Noncore,18,383
12/09/2020,02/01/2020,12/05/2020,UT,Cache County,49005,Small metro,11,493
12/09/2020,02/01/2020,12/05/2020,UT,Davis County,49011,Medium metro,48,1666
12/09/2020,02/01/2020,12/05/2020,UT,Salt Lake County,49035,Large central metro,555,7285
12/09/2020,02/01/2020,12/05/2020,UT,San Juan County,49037,Noncore,11,84
12/09/2020,02/01/2020,12/05/2020,UT,Utah County,49049,Medium metro,159,2616
12/09/2020,02/01/2020,12/05/2020,UT,Washington County,49053,Small metro,104,1606
12/09/2020,02/01/2020,12/05/2020,UT,Weber County,49057,Medium metro,89,1850
12/09/2020,02/01/2020,12/05/2020,VA,Accomack County,51001,Noncore,20,387
12/09/2020,02/01/2020,12/05/2020,VA,Albemarle County,51003,Small metro,47,950
12/09/2020,02/01/2020,12/05/2020,VA,Alleghany County,51005,Noncore,17,191
12/09/2020,02/01/2020,12/05/2020,VA,Arlington County,51013,Large central metro,186,1308
12/09/2020,02/01/2020,12/05/2020,VA,Augusta County,51015,Small metro,30,814
12/09/2020,02/01/2020,12/05/2020,VA,Carroll County,51035,Noncore,11,231
12/09/2020,02/01/2020,12/05/2020,VA,Chesterfield County,51041,Large fringe metro,108,2227
12/09/2020,02/01/2020,12/05/2020,VA,Culpeper County,51047,Large fringe metro,16,333
12/09/2020,02/01/2020,12/05/2020,VA,Fairfax County,51059,Large fringe metro,560,4996
12/09/2020,02/01/2020,12/05/2020,VA,Fauquier County,51061,Large fringe metro,28,453
12/09/2020,02/01/2020,12/05/2020,VA,Floyd County,51063,Small metro,13,129
12/09/2020,02/01/2020,12/05/2020,VA,Franklin County,51067,Medium metro,12,446
12/09/2020,02/01/2020,12/05/2020,VA,Grayson County,51077,Noncore,11,113
12/09/2020,02/01/2020,12/05/2020,VA,Halifax County,51083,Noncore,49,430
12/09/2020,02/01/2020,12/05/2020,VA,Hanover County,51085,Large fringe metro,120,1242
12/09/2020,02/01/2020,12/05/2020,VA,Henrico County,51087,Large fringe metro,241,3163
12/09/2020,02/01/2020,12/05/2020,VA,James City County,51095,Large fringe metro,12,636
12/09/2020,02/01/2020,12/05/2020,VA,Loudoun County,51107,Large fringe metro,140,1640
12/09/2020,02/01/2020,12/05/2020,VA,Mecklenburg County,51117,Noncore,39,438
12/09/2020,02/01/2020,12/05/2020,VA,Middlesex County,51119,Noncore,13,145
12/09/2020,02/01/2020,12/05/2020,VA,Montgomery County,51121,Small metro,29,691
12/09/2020,02/01/2020,12/05/2020,VA,Northampton County,51131,Noncore,15,119
12/09/2020,02/01/2020,12/05/2020,VA,Page County,51139,Noncore,28,232
12/09/2020,02/01/2020,12/05/2020,VA,Patrick County,51141,Noncore,15,166
12/09/2020,02/01/2020,12/05/2020,VA,Prince Edward County,51147,Noncore,13,221
12/09/2020,02/01/2020,12/05/2020,VA,Prince William County,51153,Large fringe metro,153,1613
12/09/2020,02/01/2020,12/05/2020,VA,Pulaski County,51155,Small metro,12,339
12/09/2020,02/01/2020,12/05/2020,VA,Roanoke County,51161,Medium metro,30,605
12/09/2020,02/01/2020,12/05/2020,VA,Rockingham County,51165,Small metro,67,775
12/09/2020,02/01/2020,12/05/2020,VA,Shenandoah County,51171,Noncore,42,395
12/09/2020,02/01/2020,12/05/2020,VA,Smyth County,51173,Noncore,14,298
12/09/2020,02/01/2020,12/05/2020,VA,Southampton County,51175,Noncore,13,119
12/09/2020,02/01/2020,12/05/2020,VA,Spotsylvania County,51177,Large fringe metro,30,684
12/09/2020,02/01/2020,12/05/2020,VA,Washington County,51191,Medium metro,47,607
12/09/2020,02/01/2020,12/05/2020,VA,Wise County,51195,Micropolitan,32,315
12/09/2020,02/01/2020,12/05/2020,VA,York County,51199,Large fringe metro,24,467
12/09/2020,02/01/2020,12/05/2020,VA,Alexandria city,51510,Large central metro,113,812
12/09/2020,02/01/2020,12/05/2020,VA,Charlottesville city,51540,Small metro,75,989
12/09/2020,02/01/2020,12/05/2020,VA,Chesapeake city,51550,Large fringe metro,77,1607
12/09/2020,02/01/2020,12/05/2020,VA,Colonial Heights city,51570,Large fringe metro,14,205
12/09/2020,02/01/2020,12/05/2020,VA,Danville city,51590,Micropolitan,69,734
12/09/2020,02/01/2020,12/05/2020,VA,Emporia city,51595,Noncore,16,100
12/09/2020,02/01/2020,12/05/2020,VA,Franklin city,51620,Noncore,33,149
12/09/2020,02/01/2020,12/05/2020,VA,Fredericksburg city,51630,Large fringe metro,57,781
12/09/2020,02/01/2020,12/05/2020,VA,Galax city,51640,Noncore,39,166
12/09/2020,02/01/2020,12/05/2020,VA,Hampton city,51650,Large fringe metro,39,1066
12/09/2020,02/01/2020,12/05/2020,VA,Harrisonburg city,51660,Small metro,16,233
12/09/2020,02/01/2020,12/05/2020,VA,Hopewell city,51670,Large fringe metro,22,299
12/09/2020,02/01/2020,12/05/2020,VA,Lynchburg city,51680,Medium metro,112,1399
12/09/2020,02/01/2020,12/05/2020,VA,Manassas city,51683,Large fringe metro,105,479
12/09/2020,02/01/2020,12/05/2020,VA,Martinsville city,51690,Micropolitan,63,405
12/09/2020,02/01/2020,12/05/2020,VA,Newport News city,51700,Large fringe metro,78,1822
12/09/2020,02/01/2020,12/05/2020,VA,Norfolk city,51710,Large central metro,127,2501
12/09/2020,02/01/2020,12/05/2020,VA,Petersburg city,51730,Large fringe metro,79,725
